28,3,3,8,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
29,3,3,9,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
30,3,3,10,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
31,4,4,1,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
32,4,4,2,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
33,4,4,3,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
34,4,4,4,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
35,4,4,5,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
36,4,4,6,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
37,4,4,7,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
38,4,4,8,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
39,4,4,9,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
40,4,4,10,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
41,5,5,1,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
42,5,5,2,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
43,5,5,3,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
44,5,5,4,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
45,5,5,5,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
46,5,5,6,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
47,5,5,7,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
48,5,5,8,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
49,5,5,9,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
50,5,5,10,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
51,6,6,1,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
52,6,6,2,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
53,6,6,3,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
54,6,6,4,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
55,6,6,5,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
56,6,6,6,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
57,6,6,7,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
58,6,6,8,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
59,6,6,9,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
60,6,6,10,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
61,7,7,1,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
62,7,7,2,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
63,7,7,3,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
64,7,7,4,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
65,7,7,5,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
66,7,7,6,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
67,7,7,7,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
68,7,7,8,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
69,7,7,9,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
70,7,7,10,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
71,8,8,1,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
72,8,8,2,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
73,8,8,3,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
74,8,8,4,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
75,8,8,5,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
76,8,8,6,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
77,8,8,7,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
78,8,8,8,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
79,8,8,9,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
80,8,8,10,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
81,9,9,1,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
82,9,9,2,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
83,9,9,3,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
84,9,9,4,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
85,9,9,5,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
86,9,9,6,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
87,9,9,7,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
88,9,9,8,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
89,9,9,9,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
90,9,9,10,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
91,10,10,1,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
92,10,10,2,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
93,10,10,3,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
94,10,10,4,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
95,10,10,5,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
96,10,10,6,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
97,10,10,7,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
98,10,10,8,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
99,10,10,9,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
100,10,10,10,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
101,11,11,1,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
102,11,11,2,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
103,11,11,3,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
104,11,11,4,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
105,11,11,5,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
106,11,11,6,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
107,11,11,7,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
108,11,11,8,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
109,11,11,9,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
110,11,11,10,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
111,12,12,1,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
112,12,12,2,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
113,12,12,3,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
114,12,12,4,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
116,12,12,6,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
115,12,12,5,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
117,12,12,7,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
118,12,12,8,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
119,12,12,9,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
120,12,12,10,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
121,13,13,1,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
122,13,13,2,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
123,13,13,3,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
124,13,13,4,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
125,13,13,5,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
126,13,13,6,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
127,13,13,7,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
128,13,13,8,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
129,13,13,9,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
130,13,13,10,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
131,14,14,1,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
132,14,14,2,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
133,14,14,3,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
134,14,14,4,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
135,14,14,5,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
136,14,14,6,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
137,14,14,7,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
138,14,14,8,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
139,14,14,9,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
140,14,14,10,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
141,15,15,1,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
142,15,15,2,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
143,15,15,3,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
144,15,15,4,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
145,15,15,5,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
146,15,15,6,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
147,15,15,7,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
148,15,15,8,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
149,15,15,9,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
150,15,15,10,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
151,16,16,1,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
152,16,16,2,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
153,16,16,3,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
154,16,16,4,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
155,16,16,5,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
156,16,16,6,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
157,16,16,7,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
158,16,16,8,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
159,16,16,9,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
160,16,16,10,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
161,17,17,1,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
162,17,17,2,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
163,17,17,3,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
164,17,17,4,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
165,17,17,5,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
166,17,17,6,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
167,17,17,7,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
168,17,17,8,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
169,17,17,9,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
170,17,17,10,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
171,18,18,1,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
172,18,18,2,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
173,18,18,3,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
174,18,18,4,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
175,18,18,5,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
176,18,18,6,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
177,18,18,7,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
178,18,18,8,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
179,18,18,9,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
180,18,18,10,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
181,19,19,1,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
182,19,19,2,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
183,19,19,3,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
184,19,19,4,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
185,19,19,5,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
186,19,19,6,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
187,19,19,7,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
188,19,19,8,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
189,19,19,9,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
190,19,19,10,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
191,20,20,1,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
192,20,20,2,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
193,20,20,3,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
194,20,20,4,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
195,20,20,5,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
196,20,20,6,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
197,20,20,7,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
198,20,20,8,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
199,20,20,9,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
200,20,20,10,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
201,21,21,1,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
202,21,21,2,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
203,21,21,3,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
204,21,21,4,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
205,21,21,5,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
206,21,21,6,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
207,21,21,7,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
208,21,21,8,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
209,21,21,9,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
210,21,21,10,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
211,22,22,1,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
212,22,22,2,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
213,22,22,3,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
214,22,22,4,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
215,22,22,5,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
216,22,22,6,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
217,22,22,7,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
218,22,22,8,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
219,22,22,9,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
220,22,22,10,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
221,23,23,1,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
222,23,23,2,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
223,23,23,3,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
224,23,23,4,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
225,23,23,5,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
226,23,23,6,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
227,23,23,7,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
228,23,23,8,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
229,23,23,9,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
230,23,23,10,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
231,24,24,1,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
232,24,24,2,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
233,24,24,3,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
234,24,24,4,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
235,24,24,5,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
236,24,24,6,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
237,24,24,7,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
238,24,24,8,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
239,24,24,9,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
240,24,24,10,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
241,25,25,1,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
242,25,25,2,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
243,25,25,3,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
244,25,25,4,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
245,25,25,5,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
246,25,25,6,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
247,25,25,7,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
248,25,25,8,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
249,25,25,9,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
250,25,25,10,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
251,26,26,1,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
252,26,26,2,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
253,26,26,3,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
254,26,26,4,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
255,26,26,5,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
256,26,26,6,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
257,26,26,7,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
258,26,26,8,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
259,26,26,9,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
260,26,26,10,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
261,27,27,1,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
262,27,27,2,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
263,27,27,3,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
264,27,27,4,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
265,27,27,5,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
266,27,27,6,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
267,27,27,7,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
268,27,27,8,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
269,27,27,9,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
270,27,27,10,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
271,28,28,1,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
272,28,28,2,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
273,28,28,3,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
274,28,28,4,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
275,28,28,5,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
276,28,28,6,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
277,28,28,7,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
278,28,28,8,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
279,28,28,9,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
280,28,28,10,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
281,29,29,1,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
282,29,29,2,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
283,29,29,3,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
284,29,29,4,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
285,29,29,5,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
286,29,29,6,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
287,29,29,7,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
288,29,29,8,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
289,29,29,9,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
290,29,29,10,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
291,30,30,1,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
292,30,30,2,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
293,30,30,3,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
294,30,30,4,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
295,30,30,5,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
296,30,30,6,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
297,30,30,7,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
298,30,30,8,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
299,30,30,9,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
300,30,30,10,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
301,31,31,1,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
302,31,31,2,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
303,31,31,3,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
304,31,31,4,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
305,31,31,5,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
306,31,31,6,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
307,31,31,7,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
308,31,31,8,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
309,31,31,9,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
310,31,31,10,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
311,32,32,1,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
312,32,32,2,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
313,32,32,3,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
314,32,32,4,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
315,32,32,5,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
316,32,32,6,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
317,32,32,7,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
318,32,32,8,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
319,32,32,9,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
320,32,32,10,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
321,33,33,1,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
322,33,33,2,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
323,33,33,3,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
324,33,33,4,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
325,33,33,5,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
326,33,33,6,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
327,33,33,7,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
328,33,33,8,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
329,33,33,9,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
330,33,33,10,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
331,34,34,1,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
332,34,34,2,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
333,34,34,3,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
334,34,34,4,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
335,34,34,5,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
336,34,34,6,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
337,34,34,7,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
338,34,34,8,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
339,34,34,9,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
340,34,34,10,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
341,35,35,1,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
342,35,35,2,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
343,35,35,3,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
344,35,35,4,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
345,35,35,5,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
346,35,35,6,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
347,35,35,7,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
348,35,35,8,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
349,35,35,9,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
350,35,35,10,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
351,36,36,1,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
352,36,36,2,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
353,36,36,3,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
354,36,36,4,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
355,36,36,5,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
356,36,36,6,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
357,36,36,7,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
358,36,36,8,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
359,36,36,9,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
360,36,36,10,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
361,37,37,1,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
362,37,37,2,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
363,37,37,3,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
364,37,37,4,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
365,37,37,5,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
366,37,37,6,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
367,37,37,7,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
368,37,37,8,XXX,2017-02-08 20:27:32,2017-02-08 20:27:32
